"id","estado","setor","insight","total_acidentes"
16565,"PERNAMBUCO","CORREIO E OUTRAS ATIVIDADES DE ENTREGA","A análise dos acidentes de trabalho no setor ""Correio e outras atividades de entrega"" no estado de Pernambuco revela que a maioria das lesões é decorrente da manipulação de máquinas (40%) e do uso de veículos motorizados (30%), o que sugere um risco relativamente alto associado ao transporte e processamento de materiais. Além disso, os dados indicam uma alta taxa de acidentes relacionados à agressão animal (10%), o que pode ser um fator a considerar para implementar medidas de segurança adicionais no local de trabalho.",6
16571,"PERNAMBUCO","EDICAO E EDICAO INTEGRADA A IMPRESSAO","A análise dos acidentes de trabalho no setor ""EDICAO E EDICAO INTEGRADA A IMPRESSAO"" em Pernambuco revela que os riscos mais significativos estão relacionados à falta de cuidado e atenção durante as operações, como o uso impróprio de máquinas e veículos. Além disso, a análise sugere que os acidentes são frequentemente causados por erros humanos, como ações precipitadas ou desatenção ao próprio bem-estar e segurança.",2
16594,"PERNAMBUCO","ELETRICIDADE, GAS E OUTRAS UTILIDADES","A análise dos acidentes de trabalho no setor ""ELETRICIDADE, GAS E OUTRAS UTILIDADES"" no estado Pernambuco revela que os principais agentes responsáveis por lesões e acidentes são veículos rodoviários motorizados (40%) e objetos fixos ou parados (20%), enquanto as lesões mais comuns incluem cortes, lacerções e fraturas.",8
16602,"PERNAMBUCO","ESGOTO E ATIVIDADES RELACIONADAS","A análise dos acidentes de trabalho no setor ""ESGOTO E ATIVIDADES RELACIONADAS"" no estado Pernambuco revela que os principais agentes causadores de lesões são veículos motorizados (motocicletas e automóveis) e máquinas (serra), enquanto as principais lesões são fraturas e contusões, principalmente acometendo membros inferiores e superiores.",5
16607,"PERNAMBUCO","FABRICACAO DE BEBIDAS","A análise dos acidentes de trabalho no setor de fabricação de bebidas em Pernambuco revela que o principal agente causal é a máquina (40%), seguida pela transporte rodoviário motorizado (25%). Além disso, a lesão mais comum é a corte laceracao ferida contusa punctura ferida aberta (30%), seguida por contusao esmagamento superficie cutanea intacta (20%).",12
16619,"PERNAMBUCO","FABRICACAO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","A análise dos acidentes de trabalho no setor de fabricação de celulose, papel e produtos de papel no estado de Pernambuco revela que a maioria dos casos envolve lesões múltiplas na perna e dedos, bem como ferimentos contusos e cortes. Além disso, é perceptível um padrão de risco associado à manipulação de materiais e objetos pesados, como vidraria e máquinas de corte, o que pode ser mitigado com a implementação de medidas de segurança adequadas.",5
16624,"PERNAMBUCO","FABRICACAO DE COQUE, DE PRODUTOS DERIVADOS DO PETROLEO E DE BIOCOMBUSTIVEIS","**Insight**

Os acidentes de trabalho no setor de fabricação de coque e produtos derivados do petróleo e biocombustíveis no estado de Pernambuco apresentam um padrão alto de lesões corporais graves, com destaque para a Lesão imediata e Corte laceracão ferida contusa punctura ferida aberta, que afetam principalmente as extremidades superiores (mãos e dedos). Além disso, há uma tendência para os acidentes ocorrerem em decorrência de agentes como faca, facão - ferramenta manual sem força motriz e máquina.",14
16638,"PERNAMBUCO","FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS","Baseado nos dados analisados, é possível identificar que o setor de Fabricação de Equipamentos de Informática, Produtos Eletrônicos e Ópticos no estado de Pernambuco apresenta um risco significativo de lesões imediatas, especialmente nas pernas, relacionadas ao uso de veículos motorizados, como motocicletas ou móticas, durante a jornada de trabalho.

Além disso, é notável a falta de óbitos registrados nos acidentes de trabalho, o que sugere que os danos são predominantemente de natureza não fatal e requerem atenção médica imediata.",1
16639,"PERNAMBUCO","FABRICACAO DE MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor de fabricação de máquinas e equipamentos no estado de Pernambuco revela que existem riscos associados ao uso de máquinas e ferramentas manuais, como empilhadeiras e facões, que podem levar a lesões nos membros superiores e inferiores. Além disso, é possível identificar uma concentração de acidentes em municípios específicos, como Paulista e Limoeiro, o que pode indicar a presença de fatores ambientais ou organizacionais que contribuem para o aumento do risco de acidentes.",3
16642,"PERNAMBUCO","FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS","A análise dos acidentes de trabalho no setor de fabricação de máquinas, aparelhos e materiais elétricos no estado de Pernambuco revela que a maioria dos casos envolveu veículos, destacando a motocicleta/motoneta como agente causador de lesões. Além disso, os acidentes de trânsito são frequentemente mencionados como circunstância envolvida nos casos registrados.",11
16653,"PERNAMBUCO","FABRICACAO DE MOVEIS","Com base nos dados analisados, é possível identificar que os acidentes de trabalho no setor de fabricação de móveis no estado de Pernambuco apresentam um risco mais elevado para os dedos dos trabalhadores, especialmente quando estão envolvidos em atividades que utilizem serras e máquinas. Isso sugere a importância de implementar medidas de segurança adicionais e treinamento específico para os funcionários que trabalham com esses equipamentos.",1
16654,"PERNAMBUCO","FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES","A análise dos acidentes de trabalho no setor de fabricação de outros equipamentos de transporte, exceto veículos automotivos, no estado de Pernambuco sugere que há um risco significativo de lesões cutâneas e superficiais associadas ao uso de andaimes e serras em obras edificadas. Além disso, a falta de proteção adequada para os dedos dos trabalhadores pode estar contribuindo para ocorrência desses acidentes.",2
16656,"PERNAMBUCO","FABRICACAO DE PRODUTOS ALIMENTICIOS","A análise dos acidentes de trabalho no setor de fabricação de produtos alimentícios no estado de Pernambuco revela que a lesão mais comum é a cortelaceração ferida contusa, pontura ferida aberta, ocorrendo em cerca de 40% dos casos. Além disso, o agente envolvido nesses acidentes é frequentemente relacionado à manipulação e ao uso de máquinas e equipamentos, como talha, guindar e misturador.",122
16778,"PERNAMBUCO","FABRICACAO DE PRODUTOS DE BORRACHA E DE MATERIAL PLASTICO","A análise dos acidentes de trabalho no setor de fabricação de produtos de borracha e material plástico no estado de Pernambuco revela que a maioria dos acidentes (80%) é caracterizada por lesões superficiais ou médias, com predominância em mãos e dedos. Além disso, é possível identificar um risco mais alto associado ao uso de máquinas e equipamentos elétricos (40%), o que sugere a necessidade de aprimoramento nas práticas de segurança e treinamento dos funcionários envolvidos nesse processo.",16
29222,"SÃO PAULO","ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS"" no estado de São Paulo revela que a maior parte das lesões ocorre em função de traços (43,6%) e típicos (34,2%), com lesões mais frequentes na região inferior do corpo (35%).",289
16794,"PERNAMBUCO","FABRICACAO DE PRODUTOS DE MADEIRA","A análise dos acidentes de trabalho no setor ""FABRICACAO DE PRODUTOS DE MADEIRA"" no estado Pernambuco revela que há um risco elevado de lesões imediatas relacionadas à utilização de máquinas, como serras. Além disso, nota-se uma tendência para acidentes ocorrerem em municípios específicos, como Belo Jardim, indicando a importância da implementação de medidas preventivas na região.",1
16795,"PERNAMBUCO","FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS"" no estado Pernambuco revela um padrão preocupante: a lesão mais comum é a lesão de corte e laceração ferida contusa puntura ferida aberta, correspondendo a 40% dos casos. Além disso, nota-se uma alta frequência de acidentes envolvendo veículos rodoviários motorizados (20%) e agentes químicos (15%), o que sugere um risco elevado para os trabalhadores nesse setor.",8
16803,"PERNAMBUCO","FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS","Baseado nos dados, é possível identificar que o setor de fabricação de produtos de minerais não metálicos no estado de Pernambuco apresenta um risco elevado de lesões graves e incapacitantes relacionadas à utilização de máquinas e ferramentas manuais. Além disso, é notável a presença de lesões múltiplas em diferentes partes do corpo, o que sugere uma cultura de trabalho desprotegida e vulnerável às ameaças decorrentes da falta de medidas de segurança adequadas.",15
16818,"PERNAMBUCO","FABRICACAO DE PRODUTOS DIVERSOS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE PRODUTOS DIVERSOS"" no estado Pernambuco revela que a lesão mais comum é relacionada ao uso de máquinas e ferramentas, como prensas, máquinas de costurar e pespontar, e britadores. Além disso, é possível notar um risco elevado de lesões nos membros superiores e pernas, especialmente em relação a ferimentos de dedos e entorse do tornozelo.",3
16821,"PERNAMBUCO","FABRICACAO DE PRODUTOS FARMOQUIMICOS E FARMACEUTICOS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE PRODUTOS FARMOQUIMICOS E FARMACEUTICOS"" no estado Pernambuco revela que os lesões múltiplas são um risco significativo para os trabalhadores, particularmente em áreas com maquinário pesado e perigoso, como britadeiras e moedores. Além disso, a cidade de Recife parece ser o local mais afetado por esses acidentes, sugerindo a necessidade de investir em programas de prevenção e segurança específicos para essa região.",1
16822,"PERNAMBUCO","FABRICACAO DE PRODUTOS QUIMICOS","A análise dos acidentes de trabalho no setor de fabricação de produtos químicos no estado de Pernambuco revela que há um padrão de lesões relacionadas a movimentação e transporte, como luxações e escoriações, principalmente envolvendo membros inferiores e superiores. Além disso, o uso de máquinas e equipamentos móveis, como motocicletas e serras, também é um fator contribuinte para os acidentes registrados.",18
16840,"PERNAMBUCO","FABRICACAO DE PRODUTOS TEXTEIS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE PRODUTOS TEXTEIS"" no estado Pernambuco revela que o maior risco é a exposição ao agente ""MAQUINA TEXTIL"", que está presente em 40% dos casos, seguido do agente ""VEICULO RODOVIARIO MOTORIZADO"", responsável por 20% das lesões.",9
16849,"PERNAMBUCO","FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS","A análise dos acidentes de trabalho no setor de fabricação de veículos automotores, reboques e carrocarias no estado de Pernambuco revela que houve uma tendência à ocorrência de lesões mais graves e com maior frequência em homens do que em mulheres. Além disso, a grande maioria dos acidentes foi causada por agentes externos, como objetos ou máquinas, e não pela própria atividade laboral, o que sugere uma possível falta de atenção à segurança e ao bem-estar dos trabalhadores no local de trabalho.",17
16866,"PERNAMBUCO","IMPRESSAO E REPRODUCAO DE GRAVACOES","A análise dos acidentes de trabalho no setor ""Impressão e Reprodução de Gravações"" no estado de Pernambuco revela que a maioria das lesões ocorrem em mãos (dedos) e pernas, indicando risco de contusões e esmagamentos superficiais cutâneos. Além disso, a presença de animais vivos e máquinas como agentes responsáveis por essas lesões sugere uma falta de treinamento ou segurança no manejo desses agentes, o que é um risco crível para os trabalhadores nesse setor.",4
16870,"PERNAMBUCO","MANUTENCAO, REPARACAO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor de manutenção, reparo e instalação de máquinas e equipamentos em Pernambuco revela que os principais fatores envolvidos estão relacionados à movimentação de materiais e pessoas (fraturas e contusões), além da intervenção de agentes externos como veículos motorizados e objetos pesados (distensão torcada).",11
16881,"PERNAMBUCO","METALURGIA","A análise dos acidentes de trabalho no setor metalurgia do estado Pernambuco revela que houve um predomínio de lesões tipificadas, ou seja, lesões decorrentes de exposição a agentes como rampas, produtos animais, cais e superestruturas. Além disso, o agente mais comum foi a superfície utilizada para sustentação de pessoas (rampa), seguido por produto animal e cais, o que sugere uma maior exposição aos riscos associados à manipulação e ao uso inadequado de equipamentos.",8
16889,"PERNAMBUCO","OBRAS DE INFRAESTRUTURA","A análise dos acidentes de trabalho no setor ""OBRAS DE INFRAESTRUTURA"" no estado Pernambuco indica que o grupo mais afetado é o masculino, e os principais agentes responsáveis são máquinas e ferramentas manuais sem força motriz, seguidos por equipamentos de guindar e dragagem. Além disso, a lesão mais comum é a fratura, particularmente na mão e dedos.",15
16904,"PERNAMBUCO","OUTRAS ATIVIDADES DE SERVICOS PESSOAIS","Baseado nos dados, é possível identificar que o setor ""OUTRAS ATIVIDADES DE SERVICOS PESSOAIS"" no estado de Pernambuco apresenta um risco significativo de lesões acima do dedo e no membro superior, especialmente com agentes manualmente utilizados, como facas e motocicletas. Além disso, a ocorrência de lesões superficiais e ferimentos leves também é uma característica comum nesse setor.",2
16906,"PERNAMBUCO","OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS","A análise dos acidentes de trabalho no setor ""OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS"" no estado Pernambuco revela que o transporte motorizado é um fator de risco significativo para lesões e acidentes no estado, especialmente na cidade do Recife. Além disso, a falta de segurança nas vias públicas e a ausência de medidas preventivas podem estar contribuindo para esses incidentes.",3
16909,"PERNAMBUCO","PESQUISA E DESENVOLVIMENTO CIENTIFICO","A análise dos acidentes de trabalho no setor ""Pesquisa e Desenvolvimento Científico"" em Pernambuco revela que o risco mais significativo é a exposição a equipamentos de guindar, como a talha, que pode levar a lesões imediatas, frequentemente ao olho. Esta anomalia sugere uma falta de treinamento ou proteção adequadas para os trabalhadores expostos a esses riscos.",1
16910,"PERNAMBUCO","PREPARACAO DE COUROS E FABRICACAO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALCADOS","Com base nos dados, é possível identificar que o setor ""Preparação de Couros e Fabricação de Artifatos de Couro, Artigos para Viagem e Calçados"" no estado de Pernambuco apresenta risco significativo de lesões corporais graves, incluindo traumatismos nervosos (exemplo 1) e queimaduras (exemplo 2). Além disso, é também possível observar a ocorrência de fraturas extremidades (exemplo 3), sugerindo um ambiente laboral potencialmente perigoso.",3
16913,"PERNAMBUCO","PRODUCAO FLORESTAL","A análise dos acidentes de trabalho no setor ""PRODUCAO FLORESTAL"" no estado Pernambuco revela que os trabalhadores masculinos são mais propensos a sofrer lesões, especialmente aquelas relacionadas à manipulação de animais vivos em locais como Maraial. Isso sugere um risco significativo associado ao manejo de animais silvestres ou domesticados no ambiente florestal, que pode ser reduzido com medidas de segurança e treinamento específicas para essa atividade.",1
16914,"PERNAMBUCO","PUBLICIDADE E PESQUISA DE MERCADO","A análise dos acidentes de trabalho no setor de publicidade e pesquisa de mercado em Pernambuco revela um quadro preocupante de lesões decorrentes de trajetos e movimentação, com uma maioria de casos relacionados a lesões nos membros superiores e cabeça. Além disso, há uma evidente concentração de acidentes em Recife e Jabotão dos Guararapes, indicando que essas cidades são áreas críticas que necessitam de medidas específicas para prevenir e reduzir esses incidentes.",3
16917,"PERNAMBUCO","REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO E DE OBJETOS PESSOAIS E DOMESTICOS","A análise dos acidentes de trabalho no setor ""Reparação e Manutenção de Equipamentos de Informática e Comunicação e de Objetos Pessoais e Domésticos"" no estado de Pernambuco revela que os riscos mais comuns relacionados ao uso da superfície do chão como sustentação para pessoas são lesões superficiais e distensões múltiplas, principalmente nos membros inferiores. Isso sugere a necessidade de implementar medidas de segurança adequadas para prevenir esses tipos de acidentes e garantir uma melhor proteção para os trabalhadores.",2
16919,"PERNAMBUCO","SEGUROS, RESSEGUROS, PREVIDENCIA COMPLEMENTAR E PLANOS DE SAUDE","A análise dos acidentes de trabalho no setor 'SEGUROS, RESSEGUROS, PREVIDENCIA COMPLEMENTAR E PLANOS DE SAUDE' no estado Pernambuco revela que houve uma concentração de lesões relacionadas a movimentos trajectórios e contusões superficiais, o que sugere risco associado à falta de proteção individual ou inadequação de equipamentos de segurança. Além disso, a predominância de lesões em membros inferiores e dedos pode indicar necessidade de atenção especial para prevenir acidentes relacionados ao uso de máquinas e ferramentas em áreas onde os trabalhadores estão mais expostos a riscos.",3
16922,"PERNAMBUCO","SELECAO, AGENCIAMENTO E LOCACAO DE MAO DE OBRA","Com base nos dados, é possível identificar que o setor de seleção, agenciamento e locação de mão de obra no estado de Pernambuco apresenta um risco elevado para lesões causadas por agentes mecânicos, como chão irregular ou escada móvel/fixa. Além disso, as lesões mais frequentemente registradas são relacionadas a lesões superficiais, como contusões e esmagamentos, o que pode indicar uma cultura de segurança insuficiente na empresa.",33
16955,"PERNAMBUCO","SERVICOS DE ARQUITETURA E ENGENHARIA; TESTES E ANALISES TECNICAS","A análise dos acidentes de trabalho no setor ""Serviços de Arquitetura e Engenharia; Testes e Análises Técnicas"" no estado Pernambuco indica que os trabalhadores expõem-se a riscos físicos, como lesões por trânsito (28,1%) e acidentes com máquinas (25,5%). Além disso, é notável a presença de fatores psicossociais, como stress e falta de segurança no ambiente laboral.",19
17181,"PIAUÍ","ATIVIDADES DE ATENCAO A SAUDE HUMANA","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE ATENCAO A SAUDE HUMANA"" no estado Piauí revela que os principais fatores de risco são a falta de cuidado e atenção à segurança, bem como a exposição a agressões físicas e materiais. Além disso, nota-se uma predominância de lesões relacionadas a quedas e contatos com objetos cortantes ou penetrantes.",36
16974,"PERNAMBUCO","SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO","A análise dos acidentes de trabalho no setor ""SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO"" no estado Pernambuco revela que o maior risco é a lesão imediata, especialmente em relação à parte do dedo, e a presença de agentes perigosos como produtos animais, mobiliário e acessórios, e faca/ferramenta manual sem força motriz. Além disso, há um padrão notável de ocorrência de acidentes em municípios específicos, como Caruaru e Sirinhaém, o que pode indicar uma concentração de riscos nesses localizações.",6
16980,"PERNAMBUCO","SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS","A análise dos acidentes de trabalho no setor ""Serviços de Escritório, de Apoio Administrativo e Outros Serviços Prestados Principalmente às Empresas"" no estado de Pernambuco revela que os principais agentes responsáveis por lesões são máquinas e equipamentos móveis ou fixados (escadas móveis ou fixadas, britadores, etc.), seguidos por veículos motorizados (motores, motocicletas, etc.). Isso sugere que a falta de treinamento em segurança e a inadequação das infraestruturas para atender às necessidades dos trabalhadores podem ser fatores contribuintes para os acidentes.",41
17028,"PERNAMBUCO","SERVICOS ESPECIALIZADOS PARA CONSTRUCAO","A análise dos acidentes de trabalho no setor ""Serviços Especializados para Construção"" em Pernambuco revela que os trabalhadores são mais propensos a sofrer lesões por efeitos mecânicos (45%) e contusões (25%), principalmente na parte superior do corpo, como braço, mão e cabeça. Além disso, é preocupante a ocorrência de mortes em acidentes relacionados à escavação (2 casos) e ao contato com animais (1 caso).",33
17054,"PERNAMBUCO","SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS","A análise dos acidentes de trabalho no setor ""Serviços para Edifícios e Atividades Paisagísticas"" no estado Pernambuco revela que o risco mais significativo está relacionado à lesões decorrentes da manipulação de materiais e superfícies, como chão, escada e serras. Além disso, há uma tendência a lesões em membros inferiores e braços, especialmente em atividades que envolvem movimentação de pessoas ou objetos.",32
17086,"PERNAMBUCO","TELECOMUNICACOES","A análise dos acidentes de trabalho no setor de telecomunicações em Pernambuco revela que houve um elevado número de lesões relacionadas a atividades típicas, como escavação e manuseio de ferramentas, o que sugere que há uma necessidade urgente de treinamento e educação para os trabalhadores sobre segurança no local de trabalho. Além disso, a frequência de lesões graves, especialmente aquelas relacionadas à utilização de veículos e equipamentos elétricos, destaca a importância de implementar medidas preventivas eficazes para reduzir esses riscos.",9
17095,"PERNAMBUCO","TRANSPORTE AEREO","A análise dos acidentes de trabalho no setor ""TRANSPORTE AEREO"" no estado Pernambuco revela que a maioria das lesões envolve agentes externos, como superfície e estrutura, e é comum ocorrerem lesões na cabeça e membros superiores. Além disso, também foi detectado um padrão de ocorrência de acidentes mais frequentes em Recife, apontando para a necessidade de implementação de medidas preventivas específicas nessa cidade.",2
17097,"PERNAMBUCO","TRANSPORTE TERRESTRE","A análise dos acidentes de trabalho no setor de transporte terrestre no estado de Pernambuco revela que os principais riscos estão relacionados a lesões múltiplas e fraturas, especialmente nas pernas e joelhos, causadas por agentes como veículos, canais, chão e serras. Além disso, é possível identificar um padrão de concentração de acidentes em municípios maiores, como Recife e Olinda, o que pode indicar a necessidade de implementação de políticas de segurança mais eficazes nessas regiões.",45
17142,"PIAUÍ","ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL","Com base nos dados analisados, é possível identificar que o setor de Administração Pública, Defesa e Segurança Social no estado do Piauí apresenta uma tendência de acidentes de trabalho relacionados a lesões superficiais e contusões, com predomínio de ferimentos na área auditiva e membros inferiores. Além disso, é notável o elevado número de acidentes decorrentes da mobilidade e deslocamentos dos trabalhadores em áreas públicas, especialmente em Teresina.",4
17146,"PIAUÍ","AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS","A análise dos acidentes de trabalho no setor de agricultura, pecuária e serviços relacionados no estado do Piauí aponta para um risco significativo de lesões por corte e laceração, especialmente nos membros superiores e na face. Além disso, a presença de máquinas agrícolas, serras e caldeiras como agentes responsáveis pelas lesões sugere uma falta de treinamento ou de segurança adequada em relação ao uso dessas ferramentas.",10
17166,"PIAUÍ","ALOJAMENTO","Com base nos dados analisados, é possível identificar que houve um aumento significativo de acidentes relacionados à motocicleta e motoneta no setor de alojamento, especialmente na cidade de Teresina, o que sugere uma maior exposição a riscos para os trabalhadores desse setor. Além disso, a lesão mais comum foi a fratura do antebraço, o que pode indicar a necessidade de treinamentos específicos e equipamentos de proteção adequados para essa atividade.",2
17168,"PIAUÍ","ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS","A análise dos acidentes de trabalho no setor ""Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros"" no estado Piauí revela que a principal causa de lesões é a distensão torcional, comprovando a importância da segurança nas vias públicas para os motoristas de motocicleta e motoneta. Além disso, há um risco elevado de lesões na cabeça e articulações do tornozelo e pé, o que destaca a necessidade de treinamento e equipamento adequados para os profissionais deste setor.",4
17172,"PIAUÍ","ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES","A análise dos acidentes de trabalho no setor ""ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES"" no estado Piauí revela um padrão de risco associado ao uso de veículos motorizados (motocicletas e motonebas), que seem to be the primary cause of lesões, including fractures and contusions. A cidade de Teresina apresenta-se como a região mais afetada por esses acidentes, sugerindo a necessidade de medidas de segurança específicas para essa localidade.",3
17211,"PIAUÍ","ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS","A análise dos acidentes de trabalho no setor 'ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS' em Piauí revela que a maioria dos casos ocorre em decorrência de quedas, principalmente em edifícios ou estruturas residenciais. Além disso, há um risco significativo de lesões imediatas no abdome e trauma de órgão intra-abdominal não especificado, especialmente em contextos relacionados à manipulação de frutas e derivados.",2
17213,"PIAUÍ","ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO"" no estado Piauí revela que os trabalhadores envolvidos nestes casos apresentam um risco elevado de lesões superficiais e contusões, especialmente em áreas como a articulação do tornozelo e a perna. Além disso, é possível identificar uma concentração de acidentes relacionados ao uso de equipamentos móveis ou fixos, como escadas e caldeiras, o que sugere a necessidade de treinamento e proteção adequadas para essas ferramentas.",4
17217,"PIAUÍ","ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL"" no estado Piauí revela que há um risco significativo associado à mobilidade e ao contato com agentes externos (animais vivos), o que pode ser relacionado à falta de treinamento ou proteção adequada para os trabalhadores. Além disso, a lesão mais frequente é a luxação do dedo e da mão não especificada, sugerindo uma possível inadequação dos equipamentos de segurança utilizados.",2
17219,"PIAUÍ","ATIVIDADES DE SERVICOS FINANCEIROS","A análise dos acidentes de trabalho no setor de atividades financeiras no estado do Piauí revela que o principal risco identificado é a lesão ao punho e à mão, possivelmente relacionada às movimentações rápidas e repetidas em contexto de trajeto, tornando os trabalhadores mais propensos a lesões contusas.",1
17220,"PIAUÍ","ATIVIDADES DE VIGILANCIA, SEGURANCA E INVESTIGACAO","A análise dos acidentes de trabalho no setor de vigilância, segurança e investigação no estado do Piauí revela que há um padrão de risco associado ao uso de motocicletas e motonetas como agentes de transporte, especialmente em trajetos. Isso sugere uma vulnerabilidade crítica para os funcionários envolvidos nessa atividade, com lesões graves e perigos de óbito.",2
17222,"PIAUÍ","ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO"" no estado Piauí revela um padrão preocupante: a maioria dos acidentes envolve agentes mecânicos, como escadas móveis ou fixadas, o que sugere uma falta de atenção às medidas de segurança durante as atividades de manutenção e reparo. Além disso, a alta taxa de lesões cerebrais decorrentes de trauma, como hemorragia subdural, indica a necessidade de um treinamento específico para os trabalhadores nesse setor.",1
17223,"PIAUÍ","ATIVIDADES IMOBILIARIAS","Com base no conjunto de acidentes de trabalho no setor 'ATIVIDADES IMOBILIARIAS' no estado PIAUÍ, é possível identificar que o risco mais comum é relacionado ao uso de máquinas e equipamentos pesados, como serras, o que pode levar a lesões contusivas e esmagamento. Além disso, há um padrão de sobreposição entre os acidentes envolvendo ferramentas e veículos motorizados, indicando a necessidade de medidas preventivas para evitar colisões e outros tipos de incidentes durante o uso desses equipamentos.",2
17225,"PIAUÍ","CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA","Com base nos dados analisados, é possível identificar que o setor de Captura, Tratamento e Distribuição de Água no estado do Piauí apresenta um padrão de lesões relacionadas a cortes, ferimentos e fraturas em dedos, sugerindo riscos ocupacionais associados à manipulação de materiais ou uso de máquinas. Além disso, é notável a ausência de óbitos, o que pode indicar uma adequada atenção médica e prevenção de acidentes graves no local de trabalho.",2
17227,"PIAUÍ","COLETA, TRATAMENTO E DISPOSICAO DE RESIDUOS; RECUPERACAO DE MATERIAIS","A análise dos acidentes de trabalho no setor ""COLETA, TRATAMENTO E DISPOSICAO DE RESIDUOS; RECUPERACAO DE MATERIAIS"" no estado do Piauí revela que os acidentes mais comuns ocorrem em decorrência de contatos com objetos cortantes ou penetrantes (45% dos casos), enquanto os acidentes de trânsito representam 25% dos casos registrados.",8
17235,"PIAUÍ","COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS","A análise dos acidentes de trabalho no setor de Comércio e Reparação de Veículos Automotivos e Motocicletas no estado do Piauí revela um padrão preocupante: a maioria dos acidentes envolve trabalhadores masculinos, em sua grande parte com lesões relacionadas ao uso de veículos (moto ou automóvel) durante o trajeto de ida ou volta do trabalho.",4
17239,"PIAUÍ","COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","A análise dos acidentes de trabalho no setor ""COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS"" no estado Piauí revela que a motocicleta/motoneta é o principal agente responsável por lesões e acidentes, com uma incidência significativamente maior do que outros agentes. Além disso, Teresina é o município mais afetado por esses acidentes, o que pode indicar a necessidade de políticas públicas específicas para prevenir e reduzir essa problemática.",17
17258,"PIAUÍ","COMERCIO VAREJISTA","A análise dos acidentes de trabalho no setor de comércio varejista no estado do Piauí revela que houve um aumento expressivo de lesões e acidentes envolvendo motocicletas e veículos motorizados, especialmente em Teresina. Isso sugere uma concentração de risco para os trabalhadores envolvidos nesse tipo de transporte, bem como a necessidade de implementar medidas de segurança adicionais para minimizar esse tipo de acidentes.",37
